row_index,column_name,value,verdict,reason,action
-1.4536574427659594,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
-1.4067652671928639,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
-1.3973868320782448,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
-1.322359351161292,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
-1.1441690839835292,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
-0.6658688931379556,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
-0.2532177480947155,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
0.0,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
0.1312980916046673,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
0.18756870229238184,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
0.19694713740700096,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
0.43140801527247824,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
0.6377335877940983,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
0.7877885496280038,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
1.0691416030665766,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
1.2191965649004821,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
1.425522137422102,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
1.5568202290267694,multivariate,,Uncertain,Isolation Forest anomaly detection,flagged
