age,account_tenure_days,avg_order_value,support_tickets_90d,late_delivery_rate,avg_delivery_delay_hours,discount_ratio,return_rate_90d,days_since_last_order,account_status_30d,account_tenure_days_minus_avg_order_value,account_tenure_days_minus_avg_delivery_delay_hours,account_tenure_days_minus_product_variety_score,account_tenure_days_minus_days_since_last_order,avg_order_value_x_avg_delivery_delay_hours,avg_order_value_minus_avg_delivery_delay_hours,avg_order_value_minus_product_variety_score,avg_order_value_x_days_since_last_order,avg_order_value_minus_days_since_last_order,avg_delivery_delay_hours_over_product_variety_score,avg_delivery_delay_hours_x_days_since_last_order,avg_delivery_delay_hours_minus_days_since_last_order,product_variety_score_minus_days_since_last_order,avg_order_value_log,avg_delivery_delay_hours_log,days_since_last_order_log,signup_date,is_outlier
-0.1216139363022408,-0.2838105320974303,-0.13616854403780757,-0.9435837197400108,-0.39756718071428226,-0.41264512525781166,0.3711110919950451,-0.4527894569262022,-0.18730106820990783,-0.38670080533516527,-0.21846015739509303,-0.2207507928327363,-0.11961165226756404,-0.26508066267716773,-0.3354759357092477,0.02963922271080317,0.3053279773192165,-0.19275219381295128,-0.08507152666098439,-0.08404104571536905,-0.33900114959827166,-0.2524613886578218,-1.030029033533697,-0.025042553138888885,-0.6694867411077122,0.0792931570661096,2024-05-19,0
-0.8326243917301727,-0.6041440436819188,0.3908799456934481,-0.9435837197400108,-0.9394764494130119,-0.35396432164790725,2.6128091463413523,-0.1875407670024297,0.5770623661993857,-0.38670080533516527,-0.694593819926822,-0.5464923480342476,-0.5066344662353517,-0.6542014667906589,-0.10038983750291705,0.49641022358266607,0.6307653008511322,0.7625772314956653,0.23448104282771565,-0.15733374780124457,-0.14536168391315316,-0.6131299699522065,-1.0419158028444382,1.0595646935096095,-0.47991061037831845,0.7097504691842093,2024-07-15,1
-0.1216139363022408,-0.5198457511596849,-0.27247151133796726,-0.9435837197400108,1.8886125466084833,-0.18516175022461084,-0.3306378641481466,-0.36753094945070386,-0.5694827854145545,-0.38670080533516527,-0.3923706606309813,-0.48767635489314803,-0.6060429235026912,-0.46467279926986377,-0.26905384470272437,-0.18279126981804525,-0.5045825534844613,-0.4366454463575877,-0.12219051365545625,-0.23530056983515804,-0.29570052182617734,0.1476655093966177,1.0065707750399617,-0.4210089061853526,-0.028893906838760596,-0.35273266563215083,2024-06-30,0
0.23389129141172513,0.19949967836337684,-0.34543551433463604,0.14783136870797473,0.10200542636735901,-0.09104383794119282,-1.3117868676446465,1.015551505151824,-0.8182042204207534,-0.38670080533516527,0.30232903170503245,0.21082616346089586,0.23613659087454378,0.27387401428462194,-0.26428857428447045,-0.28605409228800077,-0.23250793196355246,-0.559035315920373,-0.131170913734764,-0.0790035729988838,-0.32550931869479605,0.36191438634997286,0.2656288213370936,-0.6663883475643554,0.17894241637507005,-0.7073009402652979,2024-02-23,0
-1.27700592637263,-0.727781539381195,-0.5489585099274714,-0.9435837197400108,0.059668764750270734,0.12081672574131921,1.1703251809359023,0.03034208543495477,0.8561156835234132,-0.38670080533516527,-0.49283250762365727,-0.7382425016427903,-0.5915225870479113,-0.802917176408746,-0.31878641304568783,-0.5549406885940077,-0.17704078536619594,-0.324641697354141,-0.7404910591157936,0.26294330129052657,0.41134747884452955,-0.3568139619075532,-1.4936130366526035,-1.5442205983117718,0.5708405224169559,0.89198059155104,2024-08-06,0
-0.3882428570877152,0.7446286366738221,-0.16845899642782264,-0.9435837197400108,-1.3289737362902239,-0.5353413509876117,-1.0193914692516497,-0.8222429893200282,-1.133655796526176,-0.38670080533516527,0.7504548317348949,0.8154567987221913,0.5823907678731417,0.8452554249225357,-0.4162883203287393,0.0460575794215074,-0.5872571622339089,-0.5928807359572371,0.11728682179274988,-0.38368219837252654,-0.5437347033524763,0.15125262910207726,1.8584559089764146,-0.11261859961598207,-1.150499977290218,-1.2992585741191707,2023-11-18,0
-0.3882428570877152,-0.8289394904078756,-0.2938949845582658,-0.9435837197400108,1.4906479274078535,0.5254856441420884,-0.5515588318228551,-0.6327796393744765,-0.6422793029773444,-0.38670080533516527,-0.6730774993880051,-0.8974964017088521,-0.8919818567660494,-0.7654587081966716,0.060102438899540526,-0.4712646776385765,-0.4682057256347045,-0.47440606316735867,-0.12488463367924862,0.05780981840314716,0.015636605905623772,0.7949775653363589,0.9035521076802047,-0.49026625784371286,1.1352889301766287,-0.44908838205882123,2024-08-24,0
0.5005202121971996,-0.014055996026282125,-0.33084271373530233,0.14783136870797473,-0.40603451303769994,-0.5803045641432528,1.131339127816836,-0.34858461445614874,0.2191461548490019,-0.38670080533516527,0.09847367360733561,0.07082518073335853,0.026150186759265056,-0.03417995563855878,-0.47678354336867707,-0.087593605030541,-0.21236539092277804,-0.22747553534301107,-0.37304302253745225,-0.33678226161929636,-0.40013634793914826,-0.6144343771178281,-0.4277660551228094,-0.6150771824217196,-1.3672875786430814,0.4432257160714174,2024-04-01,0
-0.9215006986586641,-1.1155536849834704,-0.003591398167264913,-0.9435837197400108,-1.1172904282047826,-0.6332697050638807,1.3392647444518562,-0.31069194446703835,-0.9031334909106747,-0.38670080533516527,-1.037964979085218,-1.0120679531540029,-0.9969750588236888,-1.0265498224509824,-0.4430701393123107,0.23602084697781323,0.29691019897381815,-0.42463005577510465,0.21936403602754775,-0.3259245482657109,-0.548715814882679,-0.05647421202316966,-0.20191743821872665,0.3019559764056547,-1.6638928024853503,-0.8475309122019957,2024-10-14,0
0.6782728260541825,-0.042155426867026724,0.45794473142655645,0.14783136870797473,0.017332103133182453,0.3204838756867081,-0.6685169911800539,-0.5759406343908109,-0.4784871384610673,-0.38670080533516527,-0.19369806587475122,-0.08854000787223222,-0.01405997573089464,0.0021603493433046254,0.6178743769074093,0.30371056324124296,0.5183278329518838,0.0937238199382279,0.5595715256986558,0.11883932602937315,-0.003175896030658833,0.5314873178807866,0.11506307673437186,1.1659441327894018,0.8725836282802186,-0.23948714565085288,2024-04-06,0
